date,country,index_name,ticker,open,high,low,close,adjusted_close,volume,currency,source
2015-07-03,Singapore,Straits Times Index,^STI,3331.030029296875,3348.300048828125,3328.989990234375,3342.72998046875,3342.72998046875,131999200,SGD,yfinance
2015-07-06,Singapore,Straits Times Index,^STI,3319.929931640625,3334.7900390625,3307.260009765625,3332.93994140625,3332.93994140625,174041600,SGD,yfinance
2015-07-07,Singapore,Straits Times Index,^STI,3342.199951171875,3346.47998046875,3327.699951171875,3340.929931640625,3340.929931640625,204421900,SGD,yfinance
2015-07-08,Singapore,Straits Times Index,^STI,3329.989990234375,3335.3701171875,3274.22998046875,3284.989990234375,3284.989990234375,349488100,SGD,yfinance
2015-07-09,Singapore,Straits Times Index,^STI,3261.169921875,3289.280029296875,3249.889892578125,3267.39990234375,3267.39990234375,257116900,SGD,yfinance
2015-07-10,Singapore,Straits Times Index,^STI,3275.0,3291.409912109375,3272.590087890625,3279.8798828125,3279.8798828125,185123300,SGD,yfinance
2015-07-13,Singapore,Straits Times Index,^STI,3298.280029296875,3316.3701171875,3290.110107421875,3311.219970703125,3311.219970703125,151685700,SGD,yfinance
2015-07-14,Singapore,Straits Times Index,^STI,3321.590087890625,3330.22998046875,3309.280029296875,3316.5,3316.5,0,SGD,yfinance
2015-07-15,Singapore,Straits Times Index,^STI,3323.280029296875,3342.330078125,3322.1201171875,3338.860107421875,3338.860107421875,157448600,SGD,yfinance
2015-07-16,Singapore,Straits Times Index,^STI,3351.4599609375,3358.090087890625,3345.760009765625,3353.449951171875,3353.449951171875,195164700,SGD,yfinance
2015-07-20,Singapore,Straits Times Index,^STI,3370.0,3376.22998046875,3361.320068359375,3373.47998046875,3373.47998046875,224756100,SGD,yfinance
2015-07-21,Singapore,Straits Times Index,^STI,3382.9599609375,3383.56005859375,3366.2099609375,3371.409912109375,3371.409912109375,202014200,SGD,yfinance
2015-07-22,Singapore,Straits Times Index,^STI,3369.159912109375,3377.64990234375,3352.56005859375,3359.169921875,3359.169921875,190123400,SGD,yfinance
2015-07-23,Singapore,Straits Times Index,^STI,3371.1201171875,3375.969970703125,3356.3701171875,3356.3701171875,3356.3701171875,333250900,SGD,yfinance
2015-07-24,Singapore,Straits Times Index,^STI,3360.860107421875,3366.52001953125,3346.860107421875,3352.64990234375,3352.64990234375,255771100,SGD,yfinance
2015-07-27,Singapore,Straits Times Index,^STI,3348.820068359375,3348.830078125,3311.39990234375,3313.419921875,3313.419921875,233175200,SGD,yfinance
2015-07-28,Singapore,Straits Times Index,^STI,3305.260009765625,3306.6298828125,3277.1298828125,3281.090087890625,3281.090087890625,323690700,SGD,yfinance
2015-07-29,Singapore,Straits Times Index,^STI,3286.75,3299.9599609375,3275.320068359375,3284.0,3284.0,209558300,SGD,yfinance
2015-07-30,Singapore,Straits Times Index,^STI,3282.199951171875,3284.2900390625,3248.35009765625,3249.52001953125,3249.52001953125,386411200,SGD,yfinance
2015-07-31,Singapore,Straits Times Index,^STI,3214.639892578125,3217.860107421875,3184.570068359375,3202.5,3202.5,725642700,SGD,yfinance
