country,year_week,date,close,open,high,low,adjusted_close,volume,index_name,ticker,currency,source
Indonesia,2012-W30,2012-07-27,4084.2119140625,4045.200927734375,4088.83203125,3964.80810546875,4084.052978515625,102094900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W30,2012-07-27,1624.93994140625,1642.8399658203125,1643.3299560546875,1620.760009765625,1624.93994140625,613027400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W30,2012-07-27,5219.5498046875,5210.5400390625,5219.5498046875,5116.5498046875,5218.2080078125,341000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W30,2012-07-27,2998.489990234375,3015.530029296875,3029.530029296875,2973.929931640625,2998.489990234375,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W30,2012-07-27,1178.010009765625,1188.97998046875,1196.3699951171875,1172.9200439453125,1178.010009765625,21942800,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W30,2012-07-27,413.16,423.31,426.13,412.47,413.16,191106350,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W31,2012-08-03,4099.81298828125,4102.56298828125,4149.708984375,4059.93798828125,4099.6533203125,135579700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W31,2012-08-03,1635.0400390625,1626.8599853515625,1635.77001953125,1623.260009765625,1635.0400390625,710579200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W31,2012-08-03,5285.91015625,5220.2900390625,5325.759765625,5220.2900390625,5284.55126953125,290100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W31,2012-08-03,3051.330078125,2998.489990234375,3056.070068359375,2985.429931640625,3051.330078125,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W31,2012-08-03,1197.530029296875,1183.3399658203125,1202.0,1183.3399658203125,1197.530029296875,14720400,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W31,2012-08-03,418.21,410.57,419.26,410.08,418.21,110520810,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W32,2012-08-10,4141.56396484375,4139.6181640625,4150.005859375,4078.094970703125,4141.40283203125,141637300,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W32,2012-08-10,1645.3599853515625,1634.5,1645.3599853515625,1631.1199951171875,1645.3599853515625,848410400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W32,2012-08-10,5263.35009765625,5286.56005859375,5330.25,5230.85986328125,5261.9970703125,319400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W32,2012-08-10,3054.199951171875,3051.330078125,3086.93994140625,3042.419921875,3054.199951171875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W32,2012-08-10,1219.3699951171875,1206.43994140625,1223.9300537109375,1201.77001953125,1219.3699951171875,22803900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W32,2012-08-10,425.56,419.29,428.21,419.29,425.56,160335290,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W33,2012-08-17,4160.5078125,4148.47314453125,4163.76708984375,4086.343017578125,4160.345703125,97771400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W33,2012-08-17,1649.7900390625,1647.300048828125,1654.530029296875,1644.6800537109375,1649.7900390625,550059000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W33,2012-08-17,5206.81005859375,5261.9599609375,5284.16015625,5201.08984375,5205.4716796875,289500,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W33,2012-08-17,3062.110107421875,3054.199951171875,3088.449951171875,3044.530029296875,3062.110107421875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W33,2012-08-17,1223.9100341796875,1223.9300537109375,1230.6099853515625,1217.3900146484375,1223.9100341796875,20313700,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W33,2012-08-17,433.45,423.79,434.72,423.44,433.45,156949080,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W34,2012-08-24,4145.39892578125,4153.0322265625,4183.02880859375,4125.259765625,4145.23779296875,41258900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W34,2012-08-24,1648.219970703125,1652.219970703125,1655.3900146484375,1647.9000244140625,1648.219970703125,324925800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W34,2012-08-24,5143.35009765625,5203.830078125,5203.830078125,5125.89013671875,5142.02783203125,182200,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W34,2012-08-24,3050.489990234375,3062.110107421875,3072.159912109375,3032.56005859375,3050.489990234375,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W34,2012-08-24,1237.18994140625,1222.0999755859375,1243.260009765625,1218.1500244140625,1237.18994140625,19836500,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W34,2012-08-24,399.72,435.33,437.61,378.17,399.72,286635920,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W35,2012-08-31,4060.3310546875,4145.39892578125,4159.923828125,3978.077880859375,4060.1728515625,124268300,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W35,2012-08-31,1646.1099853515625,1648.9200439453125,1650.8499755859375,1643.47998046875,1646.1099853515625,429443000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W35,2012-08-31,5196.18994140625,5144.97021484375,5198.330078125,5114.9501953125,5194.85400390625,207800,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W35,2012-08-31,3025.4599609375,3050.489990234375,3059.5400390625,3004.760009765625,3025.4599609375,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W35,2012-08-31,1227.47998046875,1240.469970703125,1242.43994140625,1207.530029296875,1227.47998046875,17526400,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W35,2012-08-31,396.02,395.37,399.72,379.61,396.02,174608000,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W36,2012-09-07,4143.67919921875,4052.885986328125,4154.97119140625,4047.280029296875,4143.51806640625,158170400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W36,2012-09-07,1624.550048828125,1649.47998046875,1655.489990234375,1613.1600341796875,1624.550048828125,796011000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W36,2012-09-07,5201.31982421875,5200.1201171875,5221.2900390625,5148.56005859375,5199.98291015625,261700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W36,2012-09-07,3011.699951171875,3025.4599609375,3029.22998046875,2977.639892578125,3011.699951171875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W36,2012-09-07,1246.0999755859375,1231.199951171875,1255.8900146484375,1229.1500244140625,1246.0999755859375,25319500,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W36,2012-09-07,397.51,397.37,404.87,392.56,397.51,117676670,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W37,2012-09-14,4256.998046875,4152.8671875,4269.048828125,4127.7587890625,4256.83251953125,166890900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W37,2012-09-14,1642.949951171875,1624.989990234375,1642.949951171875,1601.31005859375,1642.949951171875,987074400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W37,2012-09-14,5322.47021484375,5201.919921875,5334.0400390625,5177.39990234375,5321.10205078125,367700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W37,2012-09-14,3070.419921875,3011.699951171875,3074.860107421875,3004.719970703125,3070.419921875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W37,2012-09-14,1276.1199951171875,1249.72998046875,1279.6700439453125,1244.6099853515625,1276.1199951171875,32783900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W37,2012-09-14,398.87,395.72,400.09,383.87,398.87,175676430,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W38,2012-09-21,4244.62109375,4265.7490234375,4272.8291015625,4198.89697265625,4244.4560546875,205072700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W38,2012-09-21,1623.699951171875,1646.8900146484375,1651.6600341796875,1619.0799560546875,1623.699951171875,703443600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W38,2012-09-21,5292.06005859375,5361.77001953125,5367.83984375,5284.60986328125,5290.69970703125,422100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W38,2012-09-21,3078.22998046875,3070.419921875,3088.35009765625,3057.739990234375,3078.22998046875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W38,2012-09-21,1286.260009765625,1277.8299560546875,1288.3699951171875,1269.1600341796875,1286.260009765625,35198300,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W38,2012-09-21,395.48,400.55,405.27,385.9,395.48,199089370,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W39,2012-09-28,4262.56103515625,4224.0400390625,4263.9609375,4153.4541015625,4262.39501953125,195645600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W39,2012-09-28,1636.6600341796875,1614.3499755859375,1639.7900390625,1595.8499755859375,1636.6600341796875,762004800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W39,2012-09-28,5346.10009765625,5294.009765625,5346.10009765625,5276.83984375,5344.7255859375,326000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W39,2012-09-28,3060.340087890625,3078.22998046875,3078.320068359375,3038.429931640625,3060.340087890625,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W39,2012-09-28,1298.7900390625,1283.4599609375,1300.1700439453125,1270.3299560546875,1298.7900390625,34777900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W39,2012-09-28,392.57,392.16,397.86,390.08,392.57,109924840,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W40,2012-10-05,4311.31396484375,4249.68505859375,4320.5908203125,4214.51904296875,4311.14599609375,165458500,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W40,2012-10-05,1660.22998046875,1635.3800048828125,1668.3199462890625,1633.3900146484375,1660.22998046875,662417400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W40,2012-10-05,5439.83984375,5344.81982421875,5484.6298828125,5305.39990234375,5438.44140625,826700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W40,2012-10-05,3107.8701171875,3060.340087890625,3110.860107421875,3043.81005859375,3107.8701171875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W40,2012-10-05,1311.3499755859375,1295.31005859375,1314.3199462890625,1294.969970703125,1311.3499755859375,34863300,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W40,2012-10-05,388.16,391.74,391.86,383.07,388.16,123500960,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W41,2012-10-12,4311.39111328125,4312.205078125,4324.796875,4242.001953125,4311.22314453125,193452800,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W41,2012-10-12,1653.3599853515625,1660.4200439453125,1664.97998046875,1650.77001953125,1653.3599853515625,600088200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W41,2012-10-12,5369.72021484375,5440.009765625,5449.56982421875,5353.47021484375,5368.33984375,429300,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W41,2012-10-12,3041.75,3107.8701171875,3107.8701171875,3021.919921875,3041.75,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W41,2012-10-12,1296.97998046875,1308.4599609375,1314.6400146484375,1280.22998046875,1296.97998046875,43295200,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W41,2012-10-12,392.54,387.83,397.55,387.83,392.54,184233190,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W42,2012-10-19,4331.25390625,4308.7880859375,4362.3427734375,4292.8408203125,4331.08544921875,201359100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W42,2012-10-19,1666.3499755859375,1651.780029296875,1670.1600341796875,1649.1500244140625,1666.3499755859375,672672000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W42,2012-10-19,5432.35986328125,5366.919921875,5460.919921875,5360.91015625,5430.96337890625,421400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W42,2012-10-19,3048.919921875,3041.75,3066.590087890625,3029.75,3048.919921875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W42,2012-10-19,1307.7099609375,1293.4599609375,1314.3199462890625,1286.1199951171875,1307.7099609375,38003200,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W42,2012-10-19,398.23,392.88,400.97,390.72,398.23,190831760,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W43,2012-10-26,4339.15283203125,4312.4560546875,4354.93798828125,4301.76318359375,4338.984375,146404700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W43,2012-10-26,1671.8900146484375,1666.4300537109375,1671.8900146484375,1658.030029296875,1671.8900146484375,446623400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W43,2012-10-26,5405.16015625,5432.27978515625,5442.93994140625,5383.89990234375,5403.7705078125,219400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W43,2012-10-26,3057.510009765625,3048.919921875,3063.0,3027.85009765625,3057.510009765625,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W43,2012-10-26,1281.81005859375,1301.8499755859375,1310.93994140625,1271.3299560546875,1281.81005859375,24956900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W43,2012-10-26,391.7,397.77,399.22,389.5,391.7,127004530,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W44,2012-11-02,4338.89208984375,4329.31396484375,4366.85595703125,4301.01806640625,4338.7236328125,188901300,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W44,2012-11-02,1656.1300048828125,1678.300048828125,1679.3699951171875,1656.1300048828125,1656.1300048828125,595378200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W44,2012-11-02,5424.509765625,5404.7900390625,5447.72998046875,5393.990234375,5423.115234375,266300,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W44,2012-11-02,3040.75,3057.510009765625,3057.510009765625,3016.85009765625,3040.75,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W44,2012-11-02,1306.5999755859375,1281.550048828125,1311.3900146484375,1274.9000244140625,1306.5999755859375,26725600,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W44,2012-11-02,375.26,390.96,392.6,374.98,375.26,131145280,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W45,2012-11-09,4333.64013671875,4327.85498046875,4350.5908203125,4285.80419921875,4333.4716796875,148910100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W45,2012-11-09,1641.0799560546875,1658.5799560546875,1658.5799560546875,1632.0400390625,1641.0799560546875,730251600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W45,2012-11-09,5468.7900390625,5428.259765625,5483.93017578125,5402.39990234375,5467.38427734375,422100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W45,2012-11-09,3009.56005859375,3040.75,3044.550048828125,2994.760009765625,3009.56005859375,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W45,2012-11-09,1290.8299560546875,1306.8699951171875,1313.239990234375,1285.77001953125,1290.8299560546875,28685500,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W45,2012-11-09,386.71,372.39,386.79,372.39,386.71,120340280,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W46,2012-11-16,4351.2841796875,4329.1328125,4360.26318359375,4311.51513671875,4351.11474609375,101927100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W46,2012-11-16,1629.280029296875,1640.2900390625,1640.780029296875,1624.550048828125,1629.280029296875,514679600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W46,2012-11-16,5439.27978515625,5466.35986328125,5488.919921875,5406.06982421875,5437.88134765625,423200,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W46,2012-11-16,2945.6298828125,3009.56005859375,3012.919921875,2931.60009765625,2945.6298828125,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W46,2012-11-16,1280.1300048828125,1293.6600341796875,1296.56005859375,1263.050048828125,1280.1300048828125,25942900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W46,2012-11-16,385.71,385.66,390.65,383.16,385.71,125299390,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W47,2012-11-23,4348.80810546875,4342.169921875,4351.71484375,4290.41796875,4348.638671875,172106900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W47,2012-11-23,1614.3199462890625,1624.1800537109375,1628.300048828125,1611.0899658203125,1614.3199462890625,790703200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W47,2012-11-23,5552.33984375,5436.669921875,5579.18017578125,5434.97021484375,5550.91259765625,316100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W47,2012-11-23,2989.280029296875,2945.6298828125,2993.3701171875,2945.6298828125,2989.280029296875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W47,2012-11-23,1281.699951171875,1282.489990234375,1291.2900390625,1268.300048828125,1281.699951171875,23744500,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W47,2012-11-23,381.71,384.83,386.22,381.14,381.71,91849320,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W48,2012-11-30,4276.14111328125,4352.81396484375,4381.74609375,4255.26708984375,4275.974609375,210779800,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W48,2012-11-30,1610.8299560546875,1615.5799560546875,1616.0400390625,1590.6700439453125,1610.8299560546875,867834400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W48,2012-11-30,5640.4501953125,5555.7900390625,5650.10009765625,5555.7900390625,5639.0,377400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W48,2012-11-30,3069.949951171875,2989.280029296875,3083.260009765625,2989.280029296875,3069.949951171875,0,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W48,2012-11-30,1324.0400390625,1288.18994140625,1328.27001953125,1286.1300048828125,1324.0400390625,26988000,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W48,2012-11-30,377.82,382.43,382.62,374.15,377.82,81004160,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W49,2012-12-07,4290.7958984375,4277.18701171875,4306.10595703125,4246.30078125,4290.62890625,203603400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W49,2012-12-07,1617.77001953125,1608.31005859375,1620.050048828125,1601.7099609375,1617.77001953125,592311200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W49,2012-12-07,5794.2001953125,5622.72998046875,5797.93017578125,5613.97021484375,5792.71044921875,782500,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W49,2012-12-07,3107.110107421875,3069.949951171875,3110.510009765625,3052.22998046875,3107.110107421875,590669200,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W49,2012-12-07,1334.949951171875,1329.1199951171875,1343.030029296875,1326.6800537109375,1334.949951171875,26491400,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W49,2012-12-07,383.8,377.94,387.05,375.78,383.8,129630840,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W50,2012-12-14,4308.86279296875,4295.47021484375,4340.26123046875,4280.22607421875,4308.69482421875,216413900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W50,2012-12-14,1651.97998046875,1618.25,1656.6199951171875,1617.969970703125,1651.97998046875,761212800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W50,2012-12-14,5707.10986328125,5791.14013671875,5866.830078125,5700.580078125,5705.642578125,470500,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W50,2012-12-14,3168.429931640625,3131.340087890625,3168.429931640625,3113.169921875,3168.429931640625,1314469200,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W50,2012-12-14,1358.5,1341.199951171875,1360.4200439453125,1338.300048828125,1358.5,43735600,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W50,2012-12-14,392.21,384.84,394.61,383.53,392.21,196300710,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W51,2012-12-21,4250.2138671875,4305.455078125,4329.01904296875,4222.130859375,4250.048828125,164519500,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W51,2012-12-21,1658.8499755859375,1648.6199951171875,1670.5999755859375,1643.780029296875,1658.8499755859375,659044600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W51,2012-12-21,5823.93994140625,5707.330078125,5860.1201171875,5604.18994140625,5822.44287109375,382500,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W51,2012-12-21,3163.56005859375,3168.06005859375,3180.5,3150.39990234375,3163.56005859375,1302089200,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W51,2012-12-21,1373.3800048828125,1361.8299560546875,1381.3800048828125,1348.1500244140625,1373.3800048828125,58494900,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W51,2012-12-21,396.78,391.37,400.71,391.31,396.78,276161520,VN-Index,VNINDEX,VND,vnstock
Indonesia,2012-W52,2012-12-28,4316.68701171875,4251.8349609375,4324.93310546875,4245.31787109375,4316.5185546875,73513100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2012-W52,2012-12-28,1681.3299560546875,1662.8199462890625,1686.699951171875,1659.8599853515625,1681.3299560546875,361889200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2012-W52,2012-12-28,5812.72998046875,5826.52978515625,5855.259765625,5794.89013671875,5811.23583984375,131300,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2012-W52,2012-12-28,3191.800048828125,3160.169921875,3195.739990234375,3155.949951171875,3191.800048828125,475600600,Straits Times Index,^STI,SGD,yfinance
Thailand,2012-W52,2012-12-28,1391.9300537109375,1372.989990234375,1402.8599853515625,1369.02001953125,1391.9300537109375,63231500,SET Index,^SET.BK,THB,yfinance
Vietnam,2012-W52,2012-12-28,413.73,397.25,413.73,396.57,413.73,257416800,VN-Index,VNINDEX,VND,vnstock
Indonesia,2013-W01,2013-01-04,4410.02001953125,4322.58203125,4418.48388671875,4316.423828125,4409.8486328125,112480100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2013-W01,2013-01-04,1692.5799560546875,1678.4000244140625,1699.6800537109375,1673.68994140625,1692.5799560546875,557674600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2013-W01,2013-01-04,5971.4501953125,5810.47021484375,5971.4501953125,5808.93994140625,5969.9150390625,340700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2013-W01,2013-01-04,3225.219970703125,3173.030029296875,3231.389892578125,3160.800048828125,3225.219970703125,1132170200,Straits Times Index,^STI,SGD,yfinance
Thailand,2013-W01,2013-01-04,1416.6600341796875,1401.3900146484375,1416.6700439453125,1399.969970703125,1416.6600341796875,47531900,SET Index,^SET.BK,THB,yfinance
Vietnam,2013-W01,2013-01-04,426.06,415.5,426.48,413.68,426.06,219034740,VN-Index,VNINDEX,VND,vnstock
Indonesia,2013-W02,2013-01-11,4305.912109375,4407.72998046875,4427.65185546875,4298.61181640625,4305.74462890625,198316000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2013-W02,2013-01-11,1682.699951171875,1692.969970703125,1697.3699951171875,1682.22998046875,1682.699951171875,685157400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2013-W02,2013-01-11,6051.75,5972.81005859375,6098.14013671875,5972.81005859375,6050.1943359375,640100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2013-W02,2013-01-11,3216.5,3233.93994140625,3237.780029296875,3198.3798828125,3216.5,1326745200,Straits Times Index,^STI,SGD,yfinance
Thailand,2013-W02,2013-01-11,1412.06005859375,1423.27001953125,1429.2099609375,1392.6099853515625,1412.06005859375,77357500,SET Index,^SET.BK,THB,yfinance
Vietnam,2013-W02,2013-01-11,462.69,428.84,469.16,426.86,462.69,428708000,VN-Index,VNINDEX,VND,vnstock
Indonesia,2013-W03,2013-01-18,4465.48388671875,4322.13623046875,4465.48388671875,4313.95703125,4465.31005859375,178377200,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2013-W03,2013-01-18,1676.43994140625,1686.4100341796875,1690.18994140625,1674.68994140625,1676.43994140625,713141000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2013-W03,2013-01-18,6139.2099609375,6066.02001953125,6150.6201171875,6037.009765625,6137.6318359375,404000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2013-W03,2013-01-18,3211.219970703125,3193.8798828125,3221.159912109375,3160.830078125,3211.219970703125,1276447200,Straits Times Index,^STI,SGD,yfinance
Thailand,2013-W03,2013-01-18,1434.43994140625,1417.1600341796875,1437.02001953125,1410.0999755859375,1434.43994140625,178820000,SET Index,^SET.BK,THB,yfinance
Vietnam,2013-W03,2013-01-18,454.16,458.08,470.34,450.28,454.16,419614000,VN-Index,VNINDEX,VND,vnstock
Indonesia,2013-W04,2013-01-25,4437.59814453125,4463.44580078125,4472.10791015625,4390.125,4437.42529296875,133799100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2013-W04,2013-01-25,1637.1300048828125,1676.3599853515625,1676.3599853515625,1602.1199951171875,1637.1300048828125,793723600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2013-W04,2013-01-25,6167.64013671875,6164.85986328125,6193.25,6068.43994140625,6166.0546875,448400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2013-W04,2013-01-25,3269.31005859375,3213.949951171875,3269.31005859375,3210.739990234375,3269.31005859375,1167263400,Straits Times Index,^STI,SGD,yfinance
Thailand,2013-W04,2013-01-25,1461.4100341796875,1441.6600341796875,1463.199951171875,1419.530029296875,1461.4100341796875,158695600,SET Index,^SET.BK,THB,yfinance
Vietnam,2013-W04,2013-01-25,468.09,453.91,468.09,440.48,468.09,292472400,VN-Index,VNINDEX,VND,vnstock
Indonesia,2013-W05,2013-02-01,4481.6337890625,4437.4072265625,4519.458984375,4384.93115234375,4481.45947265625,199966600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2013-W05,2013-02-01,1627.550048828125,1645.02001953125,1646.1400146484375,1613.1700439453125,1627.550048828125,548445400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2013-W05,2013-02-01,6318.60986328125,6167.64013671875,6342.72021484375,6165.080078125,6316.9853515625,792000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2013-W05,2013-02-01,3291.139892578125,3272.330078125,3293.31005859375,3259.75,3291.139892578125,1303789400,Straits Times Index,^STI,SGD,yfinance
Thailand,2013-W05,2013-02-01,1499.219970703125,1467.1700439453125,1499.219970703125,1464.4000244140625,1499.219970703125,74180500,SET Index,^SET.BK,THB,yfinance
